ID;HOME UNIVERSITY;COUNTRY;UNIVERSITY OF OUTGOING MOBILITY;ERASMUS ID CODE;CONTACT;FIELD OF STUDY;BACHELOR PROGRAM;MASTER PROGRAM;PhD;NUMBER OF STUDENTS;MOBILITY DURATION;WINTER DEADLINE;SUMMER DEADLINE
416;EFST;POLAND;Cracow University of Economics;PL KRAKOW04;erasmus_agreements@uek.krakow.pl;"0410 Business and administration; 0311 Economics";yes;yes;no;2;10 (2x5);30 May;30 November
417;EFST;POLAND;SGH Warsaw School of Economics;PL WARSZAW03;mchromy@sgh.waw.pl];"041 Business and administration; 0311 Economics";yes;yes;no;2;10 (2x5);19 April;19 October
418;EFST;POLAND;Politechnika Gyesnska, Gyesnsk University of Technology, Faculty of Management and Economics;PL GDANSK02;"mdoerffer@pg.edu.pl; international@pg.edu.pl";041 Business and Administration;yes;yes;no;2;10 (2x5);30 June;15 December
419;EFST;PORTUGAL;University of Aveiro;P AVEIROO1;gri@ua.pt;"0411 Accounting; 0412 Finance; 0311 Economics; 041 Business and Administration";yes;yes;no;2;10 (2x5);31 May;15 November
420;EFST;PORTUGAL;Universiyesde de Coimbra;P COIMBRA01;intfeuc@fe.uc.pt;"041 Business and administration; 0311 Economics";yes;yes;no;4;20;1 June;01 November
421;EFST;PORTUGAL;Universiyesde do Minho;P BRAGA01;COOP-INT UMinho coop.int@usai.uminho.pt;"041 Business and Administration; 0311 Economics";yes;yes;yes;4 per area;20;15 May;15 October
422;EFST;PORTUGAL;Instituto Politecnico do Porto, Instituto Superior de Contabiliyesde e Administracao do Porto (ISCAP) Porto Accounting and Business School*;P PORTO05;"gcri@sc.ipp.pt; gri.iscap.coord@eu.ipp.pt";041 Business and Administration;yes;yes;no;2;10 (2x5);1 June;01 November
423;EFST;SLOVENIA;University of Ljubljana/Faculty of Economics and Business*;SI LJUBLJA01;"alma.elezovic@ef.uni-lj.si; marija.susnik@fu.uni-lj.si; international@fu.uni-lj.si";"041 Economics; 0311 Administration, Economics; 34 Business and andministration(management, public administration); 314 Economics";yes;yes;yes;2x5;10;15 May;15 November
424;EFST;SLOVENIA;University of Maribor, Faculty of Economics and Business;SI MARIBOR01;eva.skruba@um.si;"340 Business and administration (broad programmes); 314 Economics";yes;yes;yes;3;15; 1 July; 1 December
425;EFST;SLOVAKIA;University of Economics in Bratislava;SK BRATISL03;incoming@euba.sk;"041 Business and administration; 0311 Economics";yes;yes;no;3;15 (3x5);15 May;31 October
426;EFST;SERBIA;University of Belgrade, Faculty of Economics i Faculty of Organisational Sciences (Fakultet organizacionih nauka);RS BELGRADE02;kostrm@rect.bg.ac.rs;041 Business Administration;yes;yes;yes;3;15;1 May;31 October
428;EFST;SPAIN;University of Granayes, Facultad de Ciencias Economicas y Empresariales;E GRANADA01;incoming_economics@ugr.es;"0410 Business and Administration; 0311 Economics; 1015 Travel tourism and leisure";yes;yes;no;2;"20 (2x10); 20 (4x5)";June;October
429;EFST;SPAIN;University of Valencia, Facultat d Economia;E VALENCI01;"karin.wascher@uv.es; marim@uv.es; renewagreements@uv.es";1015 Travel, tourism and leisure;yes;yes;no;2 or 4;2x10 or 4x5;15 June;15 November
430;EFST;SPAIN;University of Huelva, Facultad de Ciencias Economicas y Turismo;E HUELVA 01;drinter02@sc.uhu.es;041 Business and Administration;yes;no;no;3;"15 (3x5); 2 po semestru";1 July;30 November
431;EFST;SPAIN;University of Malaga;E MALAGA01;lbarranco@uma.es;"0410 Business and administration; 0311 Economics; 1015 Travel, tourism and leisure";yes;yes;no;2;2 x 5 (10);15 May;15 October
432;EFST;SPAIN;ESIC Universiyesd - Madrid Campus;E MADRID232;andres.gomez@esic.university;041 Business and Administration;yes;yes;no;6;30;30 October;30 May
433;EFST;SWEDEN;Sodertorn University;S HUDDING01;international@sh.se;041 Business Administration ;yes;yes;no;2;10;10 May;10 October
434;EFST;TURKEY;TED University;TR ANKARA18;can.oney@tedu.edu.tr;"041 Business Administration; 0311 Economics";yes;yes;no;3;15 (3x5);7 June;15 December
435;EFST;TURKEY;Dokuz Eylul University;TR IZMIR 01;erasmus.incoming@deu.edu.tr;"041 Business and Administration; 0311 Economics; 1015 Travel, tourism and leisure";yes;yes;6;5;6x5;15 June;15 December
436;LAW;BELGIUM;Universite Libre de Bruxelles;B BRUXEL04;Elizabeth.Olivares.Fontt@ulb.ac.be;0421 Law;no;yes;no;2x5;10;1 June;15 October
437;LAW;CZECH REPUBLIC;Masaryk University;CZ BRNO05;"marakova@czs.muni.cz; erasmus.agreements@czs.muni.cz";0421 Law;yes;yes;yes;1,1,2;12 (2x6);15 July;15 November
438;LAW;ITALY;Universita' degli Studi di Genova;I GENOVA01;coopint@unige.it;0421 Law;yes;no;no;3;9;30 September;30 November
439;LAW;ITALY;Universita' Europea di Roma;I ROMA 23;"andrea.llorente@unier.it; Aniello.Merone@unier.it; Elena.lecci@unier.it";0421 Law;yes;yes;no;2;2x10 months;15 June;15 November
440;LAW;ITALY;Universita degli Studi di Urbino Carlo Bo;I URBINO01;"studerasmus@uniurb.it; erasmus.incoming@uniurb.it";0421 Law;yes;yes;yes;1;10;31 July;31 October
441;LAW;ITALY;Universita degli Studi di Macerata;I MACERATA01;cri@unimc.it;042(380) Law;yes;yes;no;2 (1+1);12 (6+6);30 June;01 November
442;LAW;ITALY;Universita degli Studi di Salerno;I SALERNO01;"erasmus@unisa.it; biletaralagreements@unisa.it";0421 Law;yes;yes;no;2;18 (2x9);15 May;15 October
443;LAW;ITALY;University of Catania;I CATANIA01;"rzanghi@lex.unict.it; servizi.diyesttici@lex.unict.it; gferro@lex.unict.it; giovanna.schillaci@unict.it; valentina.barbagallo@unict.it; dirrera@unict.it";042 Law;yes;yes;no;3;18;30 June;30 November
444;LAW;ITALY;"Universita degli Studi ""Giustino Fortunato""";I BENEVEN 04;international@unifortunato.eu;042 Law;yes;yes;no;2;5;1 June;01 November
445;LAW;ITALY;Univerita degli studi del Sannio;I BENEVEN 02;erasmus@unisannio.it;38 Law;yes;yes;yes;2;6;1 July;1 December
446;LAW;ITALY;Universita di Bologna;I BOLOGNA01;erasmus@unibo.it;042 Law;yes;yes;yes;2;10;5 June;5 June
447;LAW;GERMANY;FernUniversitat in Hagen;D HAGEN01;Ingrid.Thaler@FernUni-Hagen.de;042 Law;yes;yes;no;1;12;30 June;31 December
448;LAW;GERMANY;Universitat des Saarlandes;D SAARBRU01;"fabienne.saunier@io.uni-saarland.de; luis.lidon@uni-saarland.de; mc.sparapani@mx.uni-saarland.de; froehlich@europainstitut.de";0421 Law;yes;yes;yes;2;10(2x5);15 July;15 December
449;LAW;NORWAY;Universitetet i Stavanger_UiS Business School;N STAVANGO1;eilin.sandsmark@uis.no;042 Law;yes;yes;;2;10(2x5);check on the homepage;check on the homepage
450;LAW;HUNGARY;University of Szeged;HU SZEGED01;Gabriella.Balog.Molnar@rekt.szte.hu;042 Law;yes;yes;yes;2;10 (2x5);30 June;31 October
451;LAW;MACEDONIA;Goce Delcev University;MK STIP01;sanja.stefanova@ugd.edu.mk;042 Law;yes;yes;yes;2;12 (2x6);check on the homepage;check on the homepage
452;LAW;MACEDONIA;SS. Cyril and Methodius University in Skopje;MK SKOPJE01;g.josifova@ukim.edu.mk;042 Law;yes;yes;yes;2;10 (2x5);1 June;01 November
453;LAW;MACEDONIA;South East European University;MK TETOVO 02;b.arifi@seeu.edu.mk;042 Law;yes;yes;yes;2;10 2x5);1 June;15 November
454;LAW;POLAND;University of Bialystok;PL BIALYSTOK04;erasmus@uwb.edu.pl;042 Law;yes;yes;no;2;10 (2x5);30 June;30 November
455;LAW;POLAND;"University of Gyesnsk; Faculty of Law and Administration";PL GDANSK01;tomasz.widlak@prawo.ug.edu.pl;0421 Law;yes;yes;no;2;10;31 May;30 November
456;LAW;POLAND;Uniwersytet Wroclawski;PL WROCLAW01;"barbara.skalacka-harrold@uwr.edu.pl; jakub.bornio@uwr.edu.pl";312 International Relations;yes;yes;yes;2;10;check on the homepage;check on the homepage
457;LAW;PORTUGAL;Universiyesde Lusofona do Porto;P PORTO57;elisabetepinto.costa@ulp.pt;042 Law;yes;yes;no;2;10;31 May;31 October
458;LAW;SLOVAKIA;Pan-European University;SK BRATISL08;slavomir.rudenko@paneurouni.com;0421 Law;yes;yes;no;2;20 (2x10);15 July;30 November
459;LAW;SLOVENIA;University of Maribor;SI MARIBOR01;check on the homepage;380 Law;yes;yes;no;5;25 (5x5);1 July;1 December 
460;LAW;SLOVENIA;University of Ljubljana Faculty of Administration;SI LJUBLJA01;intern.office@uni-lj.si;380 Law;yes;yes;no;2;10 (2x5);The Faculty of Administration is offering only Spring term exchanges;15 November
461;LAW;SLOVENIA;University of Ljubljana;SI LJUBLJA01;check on the homepage;042 Law;yes;yes;yes;2;10;15 May;15 November
462;LAW;SPAIN;Universiyesd de Zaragoza;E ZARAGOZ01;interder@unizar.es;10.1 380-Law;yes;yes;no;2;20 (2x10);1 July For whole year and first semester students;28 November For second semester students
463;LAW;SPAIN;Universiyesd de les Illes Balears; E PALMA01;ricardo.sagrera@uib.es;0421 Law;yes;no;yes;2;10;30 September;30 November
464;LAW;SPAIN;Universiyesd de Cordoba, Facultad de Derecho yy CC. Economicas y Empresariales;E CORDOBA01;direccion.ori@uco.es;0421 Law;yes;yes;no;2;18 (2x9);check on the homepage;check on the homepage
465;LAW;SPAIN;Universiyesd de Granayes;E GRANADA01;lmoral@ugr.es;0421 Law;yes;no;no;4;4 x 5;check on the homepage;check on the homepage
466;KIF;CZECH REPUBLIC;Univerzita Palackeho v Olomouci;CZ OLOMOUC01;yvona.vyhnankova@upol.cz;"1014 Sports; 0114 Teacher Training with subject specialization (P.E.)";yes;yes;yes;2;9;31 May;31 October 
467;KIF;CZECH REPUBLIC;Charles University;CZ PRAHA07;jelizaveta.getta@ruk.cuni.cz;1014 Sports;yes;yes;no;2;10;1 June;31 October 
468;KIF;CZECH REPUBLIC;"Masaryk University; Faculty of Sports Studies";CZ BRNO05; kakulidu@fsps.muni.cz;1014 Sports;yes;yes;yes;2;10;15 June;15 November
469;KIF;FRANCE;Universite de Rennes;F RENNES02;"gwenaelle.lemeur@univ-rennes2.fr; international@univ-rennes2.fr";1014 Sport Sciences;yes;yes;no;2;10;1 May;1 October
470;KIF;ITALY;University of Palermo;I PALERMO01;relinter@unipa.it, erasmus.agreement@unipa.it;1014 Sports;yes;yes;yes;4;20 (4x5 months);June;November
471;KIF;ITALY;"University ""G.d' Annunzio"" Chieti-Pescara";I CHIETI01;agreements@unich.it;1014 Sports;yes;yes;no;3;9 (3x3);30 June;10 December
472;KIF;ITALY;"University of Rome ""Foro Italico""";I ROMA05;relazioni.internazionali@uniroma4.it;"0988 Bachelor in Sport and Exercise Science and Master of Science in Sport Sciences and Techniques; 0488 Master of Science in Sports Management; 0915 Master of Science in Health & Physical Activity and Master of Science in Preventive and Ayespted Physical Activity";yes;yes;no;2;10;15 July;30 November
473;KIF;ITALY;Universita degli Studi di Napoli Parthenope;I NAPOLI03;"internazionale.lingue@uniparthenope.it; sampagnaro@uniparthenope.it";"1014 Sport; 0111 Education science; 0919 Health";yes;yes;yes;1;6;31 July;30 November
474;KIF;LITHUANIA;Lithuanian Sports University;LT KAUNAS04;University-erasmus@lsu.lt;1014 Sports;yes;yes;yes;2;10(2x5);15 May;15 November
475;KIF;LUXEMBOURG;LUNEX International University;LUXDIFFERRD01;erasmus@lunex-university.net;1014 Sports;yes;yes;no;3;9;30 May;30 October
476;KIF;HUNGARY;Eszterhazy Karoly Foiskola;HU EGER01;international@ektf.hu;01 Education (Sports and PE);yes;yes;no;2;10;15 June;10 December
477;KIF;GERMANY;Carl von Ossietzky University Oldenburgno Institute of Sport Science;D OLDENBU01;andreas.maennle@uni-oldenburg.de;1014 Sports;yes;yes;no;2;10;15 July;15 January
478;KIF;GERMANY;Kiel University;D KIEL01;go-out@uv.uni-kiel.de;1014 Sports;yes;yes;no;no;no;15 June;15 January
479;KIF;POLAND;Gyesnsk University of Physical Education and Sport;PL GDANSK06;erasmus@awf.gyes.pl;1014 Sports;yes;yes;;3;5;1 June;15 November
480;KIF;POLAND;AKADEMIA WYCHOWANIA-FIZYCZNEGO WE WROCLAWIU;PL WROCLAW08;monika.ilecka@awf.wroc.pl;813 Physical Education, Sport and Science;yes;yes;no;2;10;15 June;15 November
481;KIF;POLAND;University of Applied Sciences in Kalisz;PL KALISZ01;"tmanasterska@wp.pl; e.wasielewska@pwsz.kalisz.pl; monika.napadlek@pwsz.kalisz.pl";1014 Sports;yes;yes;no;2;10;31 July;31 Dcember
482;KIF;PORTUGAL;Universiyesde de Lisboa;P LISBOA109;"erasmus@ulisboa.pt; rute.pimenta@reitoria.ulisboa.pt";9021 Physical Education, Sport Science;yes;yes;yes;2;10;15 June;30 November
483;KIF;PORTUGAL;Universiyesde De Tras-os-Montes e Alto Douro (UTAD);P VILA-RE01;"luciafg@utad.pt; grim.coord@utad.pt; grim.sec@utad.pt";1014 Sports;yes;yes;no;2;18;30 June;30 November
484;KIF;PORTUGAL;Instituto Politecnico de Santarem;P SANTARE01;"helder.pereira@esg.ipsantarem.pt; ceu.martins@sc.ipsantarem.pt";1014 Sports;yes;yes;yes;2;10;15 June;15 November
485;KIF;PORTUGAL;Instituto Politecnico do Porto;P PORTO05; gri@ese.ipp.pt;1014 Sports;yes;no;no;3;10;1 June;15 November
486;KIF;ROMANIA;Transilvania University of Brasov;RO BRASOV01;erasmus@unitbv.ro;1014 Degree in Physical Activity and Sport Science;yes;no;no;2;18 (2x9);15 July;15 January
487;KIF;ROMANIA;Transilvania University of Brasov;RO BRASOV01;erasmus@unitbv.ro;1014 Master Degree in Physical Activity and Sport Science;no;yes;no;2;10 (2x5);15 July;15 January
488;KIF;ROMANIA;"Universitatea ""Constantin Brancusi""";RO TARGU04;erasmus.ucb.targujiu@gmail.com;0915 Theraphy and rehabilitation;yes;no;no;2;10;"15 June; (the yestes are flexible)";"15 November; (the yestes are flexible)"
489;KIF;ROMANIA;"Universitatea ""Constantin Brancusi""";RO TARGU04;erasmus.ucb.targujiu@gmail.com;1014 Sports;yes;yes;no;2;10;"15 June; (the yestes are flexible)";"15 November; (the yestes are flexible)"
490;KIF;SLOVAKIA;Comenius University in Bratislava;SK BRATISL02;marcela.rychtarikova@uniba.sk;813 Sport Science;yes;yes;yes;2;10;check on the homepage;check on the homepage
491;KIF;SLOVAKIA;University of Presov;SK PRESOV01;erasmus@unipo.sk;1014 Sports;yes;yes;no;2;8;15 June;15 November
492;KIF;SLOVENIA;University of Maribor;SI MARIBOR01;erasmus@um.si;813 Sports;yes;yes;yes;5;25 (5x5);1 July;1 December
493;KIF;SLOVENIA;University of Primorska;SI KOPER03;erasmus@upr.si;813 Sports;yes;yes;yes;3;15 (3x5);1 June;15 November
494;KIF;SLOVENIA;University of Ljubljana;SI LJUBLJA01;jozef.krizaj@fsp.uni-lj.si;1014 Sports;yes;yes;yes;2;12;15 May;15 November
495;KIF;SERBIA;University of Belgrade;RS BELGRAD02; markob@rect.bg.ac.rs;1014 Sports;yes;yes;yes;2;10;01 April;1 October
496;KIF;SERBIA;University of Nis;RS NIS01;ivica.manic@elfak.nj.ac.rs;1014 Sport Science;yes;yes;yes;2;10;20 May;20 November
497;KIF;SERBIA;University of Novi Sad;RS NOVISAD 02;iro@uns.ac.rs;1014 Sports;yes;yes;yes;2;12 (2x6);15 June;15 October
498;KIF;SPAIN;INEFC Barcelona;E BARCELO01;mobilitat.inefcbcn@gencat.cat ;8.13 Physical education, Sport Science;yes;no;no;3;10;15 June;15 November
499;KIF;SPAIN;University of Deusto;E BILBAO02;relint@deusto.es;011 Education (Physical Activity and Sports Sciences);yes;no;no;2;10 (2x5);15 June;15 November
500;KIF;SPAIN;Universiyesd de Murcia;E MURCIA01;erasmus@um.es;1014 Sports;yes;yes;yes;2;9;30 June;30 November
501;KIF;TURKEY;NEVSEHIR HACI BEKTAS VELI UNIVERSITY;TR NEVSEHI02;erasmus@nevsehir.edu.tr;1014 Sports;yes;no;no;2;10;30 June;15 December
502;KIF;TURKEY;Ege Universityno Faculty of Sport Sciences;TR IZMIR02;"erasmus@mail.ege.edu.tr; cagrilimanege@gmail.com";1014 Sports;yes;yes;yes;2;18;1 July;01 November
503;PMF;AUSTRIA;Vienna University of Technology- TU VIENNA;A WIEN02;check on the homepage;"0533 Mathematics; 0610 Information and Communication Technology";yes;yes;yes;2;10 (2x5);31 May;15 December
504;PMF;AUSTRIA;University in Zlin;CZ ZLIN01;bycek@rektorat.utb.cz;0610 Information and Communication Technologies, Mathematics;yes;yes;no;undefined;10 (2x5);1 June;01 November
505;PMF;FRANCE;Universite Paul Sabatier Toulouse II;F TOULOUS 03;check on the homepage;"0533(441) Physics; 0521 Environmental Sciences; 0532 Earth Sciences; 4437 Meteorology; 4438 Oceanography";no;yes;yes;2;12;31 May;15 November
506;PMF;FRANCE;Ecole Nationale Superieure d'Ingienieurs de Caen;F CAEN05;relations.internationales@ensicaen.fr;053 Physical science;no;yes;no;1;6;check on the homepage;check on the homepage
507;PMF;GREECE;Alexanyesr Technological Educational Institute of Thessaloniki;G THESSAL12;socrates@teithe.gr;"06 Information and Communication technologies; 071 Engineering and engineering trades";yes;yes;no;3;18;30 June;15 November
508;PMF;GREECE;University of the Aegean;G ATHINE41;erasmus@aegean.gr;0588 Natural sciences, mathematics and statistics;yes;yes;no;2;12 (2x6);15 June;15 October
509;PMF;ITALY;University of Trieste;I TRIESTE01;gianfer@units.it;0512 Biochemistry;no;yes;yes;2;12 (2x6);May-to be confirmed by official mail year by year;November-to be confirmed by official mail year by year
510;PMF;ITALY;Universita' degli studi di Genova;I GENOVA01;coopint@unigc.it;0521 Environmental sciences;no;yes;no;1;6;check on the homepage;check on the homepage
511;PMF;ITALY;Universita' degli studi di Genova;I GENOVA02;coopint@unigc.it;"0511 Biology; 0520 Enviromental sciences; 0532 Earth sciences";no;yes;no;3,3,3;54;30 September;30 November
512;PMF;ITALY;Universita degli studi di Perugia;I PERUGIA01;area.relint@unipg.it;461 Mathematics;yes;yes;no;2;12 (2x6);15 July;15 December
513;PMF;ITALY;Universita degli studi del Sannio;I BENEVEN02;"erasmus@unisannio.it; eugenia.googlia@unisannio.it";0588 Natural sciences, mathematics and statistics;yes;yes;no;4;24 (4x6);1 July;1 December
514;PMF;ITALY;Universita Politecnica delle Marche;I ANCONA01;check on the homepage;0519 Biological and related sciences not elsewhere classified;yes;yes;yes;2;12;1 June;01 November
515;PMF;LITHUANIA;Vytautas Magnus University;LT KAUNAS01;erasmus@vdu.lt;"441 Physics; 461 Mathematics; 421 Biology and Biochemistry; 481 Computer Science";yes;yes;no;2;10 (2x5);1 June;15 November
516;PMF;MACEDONIA;SS. CYRIL AND METHODIUS UNIVERSITY IN SKOPJE;MK SKOPJE01;check on the homepage;"052 Environment; 054 Mathematics and Statistics";yes;yes;no;2;12 (2x6);15 May;15 November
517;PMF;GERMANY;University of Bremen Department of Physics and Electrics Engineering;D BREMEN01;euprog@uni-bremen.de;0533 Physics;yes;no;no;2;12 (2x6);31st May;30th November 
518;PMF;GERMANY;Institute of Enviromental Physics;D BREMEN01;lad@iup.physik.uni-bremen.de;0521 Enviromental Sciences;no;yes;no;2;10 (2x5);31st May;30th November 
519;PMF;GERMANY;Coburg University of Applied Sciences and Arts;D COBURG01;"international@hs-coburg.de; Kristina.Schulz@hs-coburg.de";"051 Biological and related scineces (Nutrition); 0531 Chemistry; 0533 Physics; 061 Computer science";yes;yes;no;4;5;15 June;15 November
520;PMF;GERMANY;Christian-Albrecht University of Kiel;D KIEL01;check on the homepage;0521 Environmental Sciences;no;yes;no;2;10;15 June;15 January
521;PMF;GERMANY;Hochschule fur Technik;D STUTTGA05;"michael.geiger@hft-stuttgart.de; barbara.kreis@hft-stuttgart.de";054no061 Mathematics and statisticsno Information and Communication Technologies (ICTs);yes;yes;no;2;6;1 May;01 November
522;PMF;GERMANY;Technische Universitat Dresden;D DRESDEN02;check on the homepage;051 Biological and related sciences;yes;yes;no;2;5;30 June;15 January
523;PMF;NORWAY;Norwegian University of Science and Technology;N TRONDHE01;wolfgang.laschet@ntnu.no;"0110 Education; 0610 ICTs";no;yes;yes;2;20;1 May;1 October
524;PMF;POLAND;AGH University of Science and Technology;PL KRAKOW02;oprocha@agh.edu.pl;0541 Mathematics;yes;yes;yes;3;30;30 June;30 November
525;PMF;POLAND;Czestochowa University of Technology;PL CZESTOC01;erasmus@adm.pcz.pl;"0521 Environmental Sciences; 053 Physical Sciences; 054 Mathematics and Statistics; 061 Information and Communication Technologies";yes;yes;no;2;12 (2x6);31 August;31 January
526;PMF;POLAND;University of Life Sciences in Lublin;Pl LUBLIN04;izabela.wolska@up.lublin.pl;051 Biological and related sciences;yes;yes;yes;2;5;15 June;15 December
527;PMF;PORTUGAL;Universiyesde de Lisboa Faculty of Science;P LISBOA109;internacional@fc.ul.pt;0533 Physics, Astrophysics;no;yes;no;2;12;30 June;31 October
528;PMF;SLOVENIA;University of Ljubljana;SI LJUBLJA01;check on the homepage;461 Mathematics;yes;yes;no;2;10;15 May;15 November
529;PMF;SLOVENIA;University of Maribor;SI MARIBOR01;erasmus@um.si;461 Mathematics;no;yes;yes;4;36 (2x6 + 2x12);1 July;1 December
530;PMF;SWEDEN;Lund University;S LUND 01;Tomas.Brage@fysik.lu.se;0533 Physics;yes;yes;no;1;10;25 April;25 October
531;PMF;SLOVAKIA;Slovak University of Technology in Bratislava;SK BRATISL01;ivan.prelovsky@stuba.sk;"524 Chemical and Process Engineering; 061 Computer science";yes;yes;yes;2;10 (2x5);31 May;31 October
532;PMF;SLOVAKIA;Comenius University in Bratislava Faculty of Natural Sciences_;SK BRATISL02;erasmusplus@rec.uniba.sk;"0511 Biology; 0531 Chemistry; 0533Physics; 0610 ICTs; 0541 Mathematics";yes;yes;no;3;15;15 June;15 November
533;PMF;SPAIN;Universiyesd de Oviedo;E OVIEDO01;"vice.internacional@uniovi.es; ance@uniovi.es";0533 Physics;yes;yes;no;2;11;30 June;15 December
534;PMF;SERBIA;University of Nis;RS NIS01;check on the homepage;"0533 Physics; 0541 Mathematics";yes;yes;yes;2;10 (2x5);20 May;20 November
535;PMF;SERBIA;University of Belgrade;RS BELGRADE02;check on the homepage;"0511 Biology; 0531 Chemistry; 0541 Mathematics; 0533 Physics";yes;yes;yes;on request;on request;1 May;31 October
536;PMF;SERBIA;Univerzitet u Novom Sadu;RS NOVISAD02;branka.agbaba@uns.ac.rs;"0511 Biology; 0521 Environmental sciences; 061 ICT; 0541 Mathematics; 0531 Chemistry; 0512 Biochemistry; 0533 Physics";yes;yes;yes;"2- Biology; 1-Environmental sciences; 1-ICT; 1-Mathematics; 1-Chemistry; 1-Biochemistry; 1-Physics";"10 (2x5)-Biology; 5 months-Environmental sciences; ICT- 5 months; Mathematics-5; Chemistry -5; Biochemistry-5; Physics-5";30 June;15 September
537;PMF;TURKEY;Izmir Institute of Technology;TR IZMIR03;erasmuskoordinator@iyte.edu.tr;"0511 Biology; 0531 Chemistry; 0541 Mathematics; 0533 Physics";yes;no;no;1;5 (1x5);31 May;31 December
538;PMF;TURKEY;Giresun University;TR GIRESUN01;elif.neyran.soylu@giresun.edu.tr;0542 Statistics;yes;yes;no;1;5;15 June;15 December
539;SOSS;AUSTRIA;Graz University of Technology;A GRAZ02;brigit.steinkellner@tugraz.at;0612 Information and Communication Technologies Database and network design and administration;yes;yes;no;1;5;"Online application is closed on 1 June; TU Graz needs to receive the signed & complete application package by 1 May (students who need a visa); 15 June (students who do not need visa)";"Online application is closed on 1 November; TU Graz needs to receive the signed & complete application package by 1 October (students who need a visa); 15 November (students who do not need visa)"
540;SOSS;AUSTRIA;FH Joanneum University of Applied Science, Graz;A GRAZ 09;"Regina.Kaefer-Goiginger@fh-joanneum.at; international@fh-joanneum.at; julia.reiter@fh-joanneum.at";34 Business and administration;yes;yes;no;3;15;check on the homepage;check on the homepage
541;SOSS;BELGIUM;Artesis Plantijn Hogeschool Antwerpen;B ANTWERP62;"veronique.blockhuys@ap.be; stephanie.goovaerts@ap.be ";"(340) 041 Business and administration; (812) 1013 Hotel, restaurants and catering";no;yes;no;2;10;31 May;30 November
542;SOSS;BULGARIA;University of National and World Economy;BG SOFIA03;paskal@gbg.bg;041 Business and administraton;yes;yes;yes;5;25 (5x5);30 June;30 November
543;SOSS;BULGARIA;University of Ruse;BG ROUSSSE01;jppopova@uni-ruse.bg;041 Business and Administration;yes;yes;yes;3;15(3x5);30 June;30 November
544;SOSS;CZECH REPUBLIC;Brno University of Technology;CZ BRNO01;"philippi@ro.vutbr.cz; international@fbm.vutbr.cz";041 Business and Administration;yes;yes;no;3;each 5 months;Online application: March 31-May 31;Online application: September 15- November 15
545;SOSS;DENMARK;University College of Northern Denmark, Aalborg;DK ALBORG02;myn@ucn.dk;"340 Business and administration; 812 Travel Tourism and Leisure; 48 Computing ";no;yes;no;2;10;check on the homepage;check on the homepage
546;SOSS;FINLAND;Novia University of Applied Sciences;SF VAASA13;camilla.moliis@novia.fi;"710 Engineering; 410 Business Administration";yes;no;no;2;8 (2x4);1 May;01 November
547;SOSS;FRANCE;Lycee Rene Gosse Clermont L'Herault;F MONTPEL50;"elisabeth.fabre@ac-montpellier.fr; ";"0413 Business and Administration; 1013 Hotel, restaurant and catering; 1015 Travel, tourism and leisure";yes;yes;no;check on the homepage;2;check on the homepage;check on the homepage
548;SOSS;FRANCE;IPAC;F ANNECY04;ghussenot@ipac-france.com;340 Business and administration;yes;no;no;4;20 months-4 semesters, only fall semester;31 May;15 November
549;SOSS;FRANCE;Universite Polytechnique Hauts-de-France (UPHF);F VALENCI01;Jonathan.Brindle@uphf.fr;041 Business Administration;no;yes;no;3;15;01 November;30 November
550;SOSS;GREECE;University of West Attica;G EGALEO02;"international@uniwa.gr; erasmus2@uniwa.gr";0413 Business and Management;yes;yes;no;3;15 (3x5);30 June;15 December
551;SOSS;IRELAND;The National University of Ireland, Maynooth;IRL MAYNOOT01;check on the homepage;"041 Business Administration; 061 Information and Communication Technologies; 071 Engineering and engineering trades";yes;yes;no;4;5;check on the homepage;check on the homepage
552;SOSS;ITALY;Universita Europea di Roma;I ROMA23;"andrea.llorente@unier.it; Aniello.Merone@unier.it; Elena.lecci@unier.it";1015 Travel, tourism and leisure;yes;yes;no;3;27 (3x9);1 May;15 November
553;SOSS;ITALY;Universita degli Studi del Sannio;I BENEVEN02;erasmus@unisannio.it;041 Business and Administration;yes;yes;no;4;24;1 July;1 December
554;SOSS;LITHUANIA;Vilniaus kolegija University of Applied Sciences;LT VILNIUS10;international@viko.lt;"0311 Economics; 041 Business Administration; 061 Information and Communication Technologies; 0710 Engineering and Engineering trades";yes;no;no;2;6;31 May;30 November
555;SOSS;LITHUANIA;Klaipedos Valstybine Koelgija/ Klapeiyes State University of Applied Sciences;LT KLAIPED09;"a.sinusaite@kvk.lt; i.berenyte@kvk.lt";"041 Business and Administration; 1015 Travel, tourism and leisure; 071 Engineering and engineering trades";yes;no;no;3;5;15 June;15 December
556;SOSS;LITHUANIA;Vilnius College of Technologies and Design;LT VILNIUS14;a.aleknaviciene@vtdko.lt;"061 Information and Communication Technologies; 071 Engineering and engineering trades";yes;yes;no;3;5;check on the homepage;check on the homepage
557;SOSS;HUNGARY;Buyespest Business School;HU BUDAPES20;kollath.katlin@kkk.bgf.hu;041 Business & Administration;yes;no;no;2;10 (2x5);30 May;30 November
558;SOSS;HUNGARY;Eszterhazy Karoly Foiskola;HU EGER01;international@ektf.hu;"0311 Economics; 061 Information and Communication Technologies";yes;yes;no;2;10;15 June;10 December
